Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
PEDS1	20q13.13	-0.029259980525802816	0.7979678996841808	0.9073796428491022
ZNF382	19q13.12	-0.029235637779939986	0.7981324153950224	0.9075085473467629
KLHDC8B	3p21.31	-0.029211295034080098	0.7982969398947238	0.9075085473467629
SPATA31B1P	9q21.32	-0.029199601875646915	0.7983759731751445	0.9075085473467629
RUFY1	5q35.3	-0.02918695228821708	0.7984614731764743	0.9075085473467629
TM4SF1	3q25.1	0.02918695228821707	0.7984614731764743	0.9075085473467629
LEMD1	1q32.1	-0.029163319466272087	0.7986212164582227	0.9075085473467629
LINGO1	15q24.3	-0.029162787018475283	0.7986248155717299	0.9075085473467629
UNC5B	10q22.1	0.029162609542356988	0.7986260152333732	0.9075085473467629
SLC2A7	1p36.23	0.0291598045116517	0.7986449760869514	0.9075085473467629
OR4N5	14q11.2	0.029156005044801772	0.7986706591053762	0.9075085473467629
MOGAT1	2q36.1	-0.029147487106097995	0.7987282380589429	0.9075085473467629
NSD2	4p16.3	-0.029138266796493773	0.7987905660585564	0.9075085473467629
CCRL2	3p21.31	0.029138266796493773	0.7987905660585564	0.9075085473467629
FANCD2OS	3p25.3	-0.02913520875486606	0.7988112382686378	0.9075085473467629
SLC7A4	22q11.21	-0.02913520875486606	0.7988112382686378	0.9075085473467629
ADAT1	16q23.1	-0.029113924050633507	0.7989551256451974	0.9075085473467629
PRKAG1	12q13.12	-0.0291139240506335	0.7989551256451974	0.9075085473467629
TNFSF13	17p13.1	0.029113924050633507	0.7989551256451974	0.9075085473467629
TTLL7	1p31.1	-0.029089581304770098	0.7991196939863923	0.9075851776953417
LIMK1	7q11.23	-0.029089581304770094	0.7991196939863923	0.9075851776953417
GNB1	1p36.33	0.029065238558909627	0.7992842710752861	0.9076403240105113
HYLS1	11q24.2	-0.029065238558909627	0.7992842710752861	0.9076403240105113
B3GNT6	11q13.5	-0.029060854030602552	0.7993139150409798	0.9076403240105113
MXRA7	17q25.1	0.029040895813049066	0.7994488569049981	0.907683277582916
PLBD1	12p13.1	0.029040895813049077	0.7994488569049981	0.907683277582916
NLRP7	19q13.42	-0.029016859392070524	0.7996113801850597	0.9077598839004084
ZNF75D	Xq26.3	-0.02901655306718536	0.7996134514686848	0.9077598839004084
CTBP1	4p16.3	-0.028967867575463768	0.7999426667704211	0.9080233343417222
OPN1SW	7q32.1	-0.02896786757546377	0.7999426667704211	0.9080233343417222
THEM6	8q24.3	-0.028943524829599755	0.8001072874947914	0.9080999104517388
ZNF749	19q13.43	-0.028943524829599766	0.8001072874947914	0.9080999104517388
OR10A4	11p15.4	-0.028934632711621854	0.8001674236753542	0.9081130259706998
OR7C2	19p13.12	0.028922133346580597	0.8002519571392472	0.9081213466332743
SCO1	17p13.1	0.028919182083738733	0.8002719169255832	0.9081213466332743
EXO5	1p34.2	-0.0288948393378776	0.8004365550559991	0.9082530365219006
NCBP2L	Xq22.3	-0.02886244578849337	0.8006556569420945	0.9084465065383048
BEND3	6q21	-0.028846153846155024	0.8007658573880684	0.908516397921532
TLX1	10q24.31	-0.028773983580452443	0.8012540715338139	0.9090151337732344
IFNA1	9p21.3	-0.028746068864105113	0.8014429281645632	0.9090228252360314
HIGD1C	12q13.12	0.028743808447015955	0.8014582214834005	0.9090228252360314
OR51Q1	11p15.4	0.02873759565111424	0.8015002558219191	0.9090228252360314
FBXO47	17q12	0.028737287133401967	0.8015023431959737	0.9090228252360314
DYNC1H1	14q32.31	-0.028724440116843837	0.801589264979835	0.9090228252360314
BTBD9	6p21.2	0.028724440116843837	0.801589264979835	0.9090228252360314
CCDC166	8q24.3	-0.02872266809037751	0.8016012545439866	0.9090228252360314
XAF1	17p13.2	0.028700097370985007	0.8017539724593823	0.9090779642343083
MOGAT2	11q13.5	-0.028683588112071882	0.8018656820465742	0.9090779642343083
ELAVL3	19p13.2	-0.028675754625122993	0.801918688576604	0.9090779642343083
NSMCE4A	10q26.13	0.02867575462512299	0.801918688576604	0.9090779642343083
C2ORF88	2q32.2	-0.028674475561990865	0.8019273436447278	0.9090779642343083
OR13A1	10q11.21	-0.028672358448559972	0.8019416696209138	0.9090779642343083
RTL4	Xq23	0.0286381945292939	0.8021728573258485	0.9092475037057834
HNRNPH1	5q35.3	-0.028627069133398676	0.8022481466965262	0.9092475037057834
DHRS9	2q31.1	0.02862706913339867	0.8022481466965262	0.9092475037057834
HGSNAT	8p11.21-p11.1	-0.028602726387536356	0.8024128886854778	0.9092475037057834
MTCL1	18p11.22	-0.028602726387536366	0.8024128886854778	0.9092475037057834
FAM47B	Xp21.1	-0.028592660228411847	0.8024810149498287	0.9092475037057834
CPXM2	10q26.13	-0.028584472755094504	0.8025364276341633	0.9092475037057834
ROPN1B	3q21.2	-0.02857907934340713	0.8025729306873013	0.9092475037057834
ECE1	1p36.12	-0.028578383641673956	0.8025776392845143	0.9092475037057834
LPL	8p21.3	0.028578383641673956	0.8025776392845143	0.9092475037057834
PPP4R1	18p11.22	-0.02855404089581144	0.8027423984868111	0.909366599490912
RBM46	4q32.1	0.02854359664446145	0.8028130910328543	0.909366599490912
RHEX	1q32.1	0.028538620280793195	0.8028467744073406	0.909366599490912
SYTL2	11q14.1	-0.028529698149951942	0.8029071662854105	0.909366599490912
OR4F15	15q26.3	0.028521326016732493	0.8029638364038637	0.909366599490912
ERICH4	19q13.2	-0.028507760858661396	0.8030556597355037	0.909366599490912
ZIK1	19q13.43	0.028505355404089227	0.8030719426735128	0.909366599490912
CEP170B	14q32.33	-0.028505355404089234	0.8030719426735128	0.909366599490912
FBXO10	9p13.2	0.028481012658229537	0.8032367276441055	0.9094981010267892
BPIFA1	20q11.21	0.028469203146250836	0.803316673649746	0.9095335300142158
LINC01559	12p13.1	-0.028422721663716587	0.8036313555964476	0.909782371777448
SIRPB2	20p13	-0.02840798442064364	0.8037311339823879	0.909782371777448
DMWD	19q13.32	-0.028407984420643646	0.8037311339823879	0.909782371777448
TPM4	19p13.12-p13.11	0.028407984420643646	0.8037311339823879	0.909782371777448
GKN2	2p13.3	-0.02836225596632592	0.8040407580678546	0.9100047321760341
GPR152	11q13.2	0.028362010919856045	0.8040424173411921	0.9100047321760341
CLRN1	3q25.1	0.02835740297797929	0.804073619074068	0.9100047321760341
TYR	11q14.3	0.028335437646581887	0.804222357013898	0.910066557568653
PNP	14q11.2	-0.02833495618305684	0.8042256173153897	0.910066557568653
PSMG4	6p25.2	-0.02831061343719647	0.8043904621707774	0.9101979969345243
ARHGAP45	19p13.3	0.028286270691332868	0.8045553155535463	0.9103294300370706
GOLGA6L2	15q11.2	-0.028263158255026195	0.8047118449477946	0.910350658266754
NCAPG2	7q36.3	-0.028261927945472283	0.8047201774567936	0.910350658266754
PDCD5	19q13.11	-0.028261927945472283	0.8047201774567936	0.910350658266754
CEP290	12q21.32	0.028237585199611618	0.8048850478735743	0.9104150674807963
ZFP30	19q13.12	0.028237585199611615	0.8048850478735743	0.9104150674807963
S100A7A	1q21.3	-0.02823194880681311	0.804923223680261	0.9104150674807963
NDUFAB1	16p12.2	-0.028188899707886836	0.8052148142202201	0.910634673738192
ACHE	7q22.1	-0.028188899707886825	0.8052148142202201	0.910634673738192
MRPS6	21q22.11	0.02816455696202586	0.8053797101362441	0.9107292123356471
AOC1	7q36.1	-0.028162174501205096	0.8053958492013364	0.9107292123356471
LINC02915	15q14	0.028140175320502794	0.8055448780348032	0.9108078561064155
MAGEB6	Xp21.3	0.02813752297614711	0.805562846253002	0.9108078561064155
WNT6	2q35	-0.028129567481741585	0.805616741087591	0.9108084298528761
LDLR	19p13.2	-0.02811587147030047	0.805709527419203	0.9108084298528761
XYLT1	16p12.3	0.028115871470300473	0.805709527419203	0.9108084298528761
KCNC1	11p15.1	0.028067185978577835	0.8060393785905897	0.9111262081389547
OR9Q2	11q12.1	0.02804348139606305	0.8061999927785861	0.9111473576298574
BHLHE40	3p26.1	-0.02804284323271637	0.8062043168671611	0.9111473576298574
GFRA2	8p21.3	-0.028042843232716354	0.8062043168671611	0.9111473576298574
ZNF707	8q24.3	-0.028019182558996932	0.8063646417513276	0.9111769249402314
FGFR2	10q26.13	0.028018500486854787	0.80636926359509	0.9111769249402314
CTSD	11p15.5	0.02799415774099312	0.8065342187675016	0.9111769249402314
CABP1	12q24.31	-0.027994157740993127	0.8065342187675016	0.9111769249402314
C8ORF17	8q24.3	0.027993485804492922	0.8065387721698244	0.9111769249402314
RNH1	11p15.5	0.027969814995131355	0.8066991823774525	0.9111769249402314
MC3R	20q13.2	0.027966903417993565	0.8067189138416848	0.9111769249402314
TFF3	21q22.3	-0.02796296689221928	0.8067455914711094	0.9111769249402314
KBTBD12	3q21.3	0.027945472249269486	0.8068641544179986	0.9111769249402314
NPLOC4	17q25.3	-0.027945472249269486	0.8068641544179986	0.9111769249402314
MDN1	6q15	0.027945472249269483	0.8068641544179986	0.9111769249402314
TM2D3	15q26.3	-0.027945472249269493	0.8068641544179986	0.9111769249402314
USP41	22q11.21	0.027945472249269483	0.8068641544179986	0.9111769249402314
ZNF485	10q11.21	0.027921129503407506	0.8070291348822615	0.9112192617614298
FCRLB	1q23.3	-0.02792112950340751	0.8070291348822615	0.9112192617614298
CASP14	19p13.12	0.02791571646531669	0.8070658223370688	0.9112192617614298
DDI1	11q22.3	0.027905424433457122	0.8071355788508758	0.9112192617614298
LTB	6p21.33	0.02790018279952742	0.8071711057577897	0.9112192617614298
CSF1	1p13.3	0.02789678675754544	0.807194123763308	0.9112192617614298
CTRB2	16q23.1	-0.027866244410303664	0.8074011438451385	0.9112827806423726
MBD3L2	19p13.2	0.027852713673586084	0.8074928612019716	0.9112827806423726
CDA	1p36.12	0.02784827074218421	0.8075229779347044	0.9112827806423726
AGK	7q34	-0.02784810126582417	0.8075241267480554	0.9112827806423726
MGAT3	22q13.1	-0.02784810126582417	0.8075241267480554	0.9112827806423726
CABP5	19q13.33	0.027844919791630073	0.8075456927811211	0.9112827806423726
ZDHHC5	11q12.1	-0.027823758519961796	0.8076891408378981	0.9112827806423726
MATN2	8q22.1-q22.2	-0.027823758519961796	0.8076891408378981	0.9112827806423726
BST1	4p15.32	-0.027823758519961793	0.8076891408378981	0.9112827806423726
RNF223	1p36.33	-0.027794744156636228	0.8078858337471774	0.9114496885892924
SPATA3	2q37.1	0.027774938763626685	0.8080201044438248	0.9114816685575297
OR6P1	1q23.1	0.027771523714978145	0.8080432573326257	0.9114816685575297
CPAMD8	19p13.11	-0.02776898608222143	0.8080604617415814	0.9114816685575297
WWOX	16q23.1-q23.2	-0.02775073028237725	0.8081842334143468	0.9115112752029917
LZTS2	10q24.31	-0.02775073028237724	0.8081842334143468	0.9115112752029917
MPO	17q22	0.027740572078613558	0.8082531065994816	0.9115339560581665
MPRIP	17p11.2	0.027726387536514463	0.8083492810190408	0.9115874221820058
CAPN13	2p23.1	-0.027718321512585596	0.80840397176102	0.9115941029214422
C18ORF32	18q21.1	-0.027702044790651578	0.8085143369851233	0.9116085711600767
ART3	4q21.1	0.027702044790651578	0.8085143369851233	0.9116085711600767
WDFY2	13q14.3	-0.027677702044791794	0.8086794013056242	0.9117396893007258
PDLIM1	10q23.33	-0.027653359298928697	0.8088444739736945	0.9118369376716787
RBMX	Xq26.3	0.02762901655306871	0.8090095549823352	0.9118369376716787
HADH	4q25	0.027629016553068708	0.8090095549823352	0.9118369376716787
ANKRD22	10q23.31	0.027629016553068705	0.8090095549823352	0.9118369376716787
GRHL3	1p36.11	-0.027629016553068715	0.8090095549823352	0.9118369376716787
CEP44	4q34.1	-0.02760467380720541	0.809174644324668	0.9119680228120716
PEX5	12p13.31	0.027580331061345224	0.8093397419936916	0.912044116053055
SYN1	Xp11.3-p11.23	-0.027580331061345234	0.8093397419936916	0.912044116053055
MYOZ1	10q22.2	-0.027555988315481717	0.8095048479825531	0.9121751837565776
NDUFAF1	15q15.1	0.02750730282375762	0.8098350848918962	0.9124372998543918
NTNG1	1p13.3	0.027507302823757622	0.8098350848918962	0.9124372998543918
CDC42EP3	2p22.2	0.027482960077897033	0.8100002157984897	0.9125683482353645
FAM47C	Xp21.1	-0.027469861295634668	0.8100890758368944	0.9125893932486672
DNAJB8	3q21.3	0.027465461618947196	0.8101189230764984	0.9125893932486672
ABCB4	7q21.12	-0.027458617332036334	0.810165354997145	0.9125893932486672
OR11L1	1q44	0.027422131231374988	0.8104128892357496	0.9128132163463405
PPP1R7	2q37.3	-0.0274099318403114	0.8104956582428532	0.9128514393886639
NAT16	7q22.1	-0.027385589094450415	0.810660822275982	0.9129824527536409
PRKAR1B	7p22.3	-0.027336903602728106	0.8109911751282118	0.9131894486279247
ACAA2	18q21.1	-0.02733690360272486	0.8109911751282394	0.9131894486279247
TTK	6q14.1	-0.02733690360272486	0.8109911751282394	0.9131894486279247
ZNF367	9q22.32	0.02731256085686356	0.8111563639333823	0.9132654285976459
IFTAP	11p12	0.027312560856863555	0.8111563639333823	0.9132654285976459
SLC6A7	5q32	-0.027290000890329145	0.8113094622363837	0.913286398858019
NLRP3	1q44	0.02728821811100214	0.8113215609819859	0.913286398858019
WDR5B	3q21.1	0.027288218111002138	0.8113215609819859	0.913286398858019
L1CAM	Xq28	0.027264539066964424	0.8114822618571588	0.913287150479424
MINDY1	1q21.3	-0.027263875365140626	0.811486766267117	0.913287150479424
RAI1	17p11.2	-0.02726387536514063	0.811486766267117	0.913287150479424
OR4A16	11q11	-0.02725932374107545	0.8115176573831505	0.913287150479424
CHRNA9	4p14	-0.02723953261927901	0.8116519797817581	0.9133833277984711
ABCG8	2p21	-0.02722171892506918	0.8117728860216693	0.9134592757476201
SCFD2	4q12	0.02721518987341729	0.8118172015190291	0.9134592757476201
PGA5	11q12.2	0.027200118465650607	0.8119194999384833	0.9135193940261267
C1ORF198	1q42.2	0.027166504381693546	0.8121476696335612	0.9137080039818269
KDELR2	7p22.1	-0.027142161635831517	0.8123129159969324	0.9137080039818269
DBN1	5q35.3	-0.027117818889972646	0.8124781705550563	0.9137080039818269
ARHGEF15	17p13.1	-0.02711781888996938	0.8124781705550702	0.9137080039818269
LYST	1q42.3	0.02711781888996938	0.8124781705550702	0.9137080039818269
NDUFB5	3q26.33	0.027117818889969385	0.8124781705550702	0.9137080039818269
MALSU1	7p15.3	-0.02711781888996938	0.8124781705550702	0.9137080039818269
MSR1	8p22	-0.027117818889969367	0.8124781705550702	0.9137080039818269
ZNF503-AS2	10q22.2	-0.027094135697797814	0.8126389554874329	0.9137839087281333
ZBTB40	1p36.12	-0.02709347614411041	0.8126434333010478	0.9137839087281333
BICDL2	16p13.3	-0.027046758522576167	0.8129606218449651	0.9138807306731703
PRPF39	14q21.2	-0.027044790652385627	0.8129739833287406	0.9138807306731703
ISLR	15q24.1	0.027044790652385627	0.8129739833287406	0.9138807306731703
USP20	9q34.2	-0.027044790652385627	0.8129739833287406	0.9138807306731703
NOMO3	16p13.11	0.027044790652385627	0.8129739833287406	0.9138807306731703
KLF14	7q32.2	-0.02703392798662168	0.8130477398310376	0.9139016585654383
GJA9	1p34.3	0.027020447906523075	0.8131392705964997	0.9139016585654383
ARNT2	15q25.1	0.02702044790652308	0.8131392705964997	0.9139016585654383
APOL6	22q12.3	0.02697176241480094	0.8134698696051056	0.9142182572313016
SORD	15q21.1	0.026947419668938072	0.8136351813320317	0.9142941054787899
PTGDR2	11q12.2	0.026947419668938075	0.8136351813320317	0.9142941054787899
HUNK	21q22.11	0.026923076923078382	0.8138005011980584	0.9144249079643727
CPLX4	18q21.32	-0.026895151908127864	0.8139901594866891	0.9145424569352466
TIGAR	12p13.32	0.026874391431352132	0.8141311653197012	0.9145424569352466
FOXD2	1p33	0.026874391431352132	0.8141311653197012	0.9145424569352466
C12ORF56	12q14.2	0.026861604062767032	0.8142180204815965	0.9145424569352466
NLRC4	2p22.3	-0.026850048685492137	0.8142965095613462	0.9145424569352466
TMEM144	4q32.1	0.026850048685492144	0.8142965095613462	0.9145424569352466
TNFAIP1	17q11.2	-0.026850048685492144	0.8142965095613462	0.9145424569352466
LIMK2	22q12.2	-0.026850048685492147	0.8142965095613462	0.9145424569352466
RPF2	6q21	-0.026825705939628745	0.8144618619142762	0.9146732102591507
KDM5D	Yq11.223	0.02681155543870395	0.8145579853885265	0.9146940574117075
ALDOB	9q31.1	0.026802015636364983	0.8146227902183322	0.9146940574117075
ZC3H12A	1p34.3	0.026801363193768534	0.8146272223714817	0.9146940574117075
SNW1	14q24.3	0.026777020447904937	0.8147925909260371	0.9148247884065356
GRK1	13q34	-0.02676492292461402	0.814874776527392	0.9148621139715639
HP	16q22.2	0.026728334956184024	0.8151233522992631	0.9150862305285044
GARIN5B	19q13.42	-0.026684365077249396	0.8154221043254344	0.9152926834856822
TRABD2A	2p11.2	0.026681273252505338	0.8154431126266055	0.9152926834856822
NDRG2	14q11.2	0.02667964946445938	0.8154541459782031	0.9152926834856822
RPS13	11p15.1	-0.02665530671859855	0.8156195549148653	0.9153684161877748
TOX2	20q13.12	-0.026655306718598552	0.8156195549148653	0.9153684161877748
MS4A6A	11q12.2	0.026630963972737634	0.8157849719070328	0.9154990982684855
LHFPL7	22q11.23	0.026615260960280846	0.8158916833302983	0.9155638874110497
NAALAD2	11q14.3	0.02658551450007349	0.8160938376103036	0.9157054748349616
TSPAN6	Xq22.1	0.026582278481012134	0.8161158300299823	0.9157054748349616
GPR151	5q32	-0.02656699126770399	0.8162197259019821	0.9157670809846798
RBP3	10q11.22	-0.026546305953980116	0.8163603137079116	0.9157702476801519
UNC45A	15q26.1	0.026522812110281402	0.8165199967248212	0.9157702476801519
APOBEC1	12p13.31	0.026519224686719082	0.8165443803918692	0.9157702476801519
P2RX5	17p13.2	0.02650989557493356	0.8166077910472995	0.9157702476801519
PARP1	1q42.12	0.026509250243428092	0.8166121774562962	0.9157702476801519
DEPDC5	22q12.2-q12.3	-0.026509250243428095	0.8166121774562962	0.9157702476801519
PROM1	4p15.32	-0.026509250243428092	0.8166121774562962	0.9157702476801519
HNF4A	20q13.12	0.026508913192408466	0.8166144684416868	0.9157702476801519
PARP10	8q24.3	-0.026488131663078212	0.816755726523824	0.9157884161333618
UPB1	22q11.23	0.02648651943314501	0.81676668556226	0.9157884161333618
PPA2	4q24	0.02648490749756653	0.8167776426349653	0.9157884161333618
USHBP1	19p13.11	-0.026461208898028513	0.8169387370434209	0.9158640796466936
RIMBP3	22q11.21	0.02646056475170487	0.8169431158203054	0.9158640796466936
KLRC3	12p13.2	-0.026448554336870832	0.8170247612256086	0.9159006813547408
TRAPPC9	8q24.3	0.0264362220058431	0.8171085970053058	0.9159397339781831
C10ORF95	10q24.32	0.02641187925998123	0.8172740861830112	0.9159604588415989
MYO16	13q33.3	0.026411879259981223	0.8172740861830112	0.9159604588415989
GSR	8p12	0.026411879259981223	0.8172740861830112	0.9159604588415989
FOXD4	9p24.3	-0.026387536514119243	0.8174395833464086	0.9159811851992817
CAMK2G	10q22.2	-0.026387536514119236	0.8174395833464086	0.9159811851992817
RWDD2A	6q14.1	0.026387536514119243	0.8174395833464086	0.9159811851992817
SUMO4	6q25.1	0.026353315861467	0.817672250169247	0.9161869791053009
HEATR9	17q12	0.026343254719880034	0.8177406590455293	0.9162087113125197
IFNW1	9p21.3	0.026328426300162612	0.8178414846306343	0.9162667588972399
VRK1	14q32.2	-0.026290165530670234	0.8181016517173787	0.9164483835053011
TOLLIP	11p15.5	0.026290165530670238	0.8181016517173787	0.9164483835053011
ZNF569	19q13.12	0.026241480038948457	0.8184327336354079	0.9167093948017665
TSC1	9q34	0.026241480038948457	0.8184327336354079	0.9167093948017665
PRPF4	9q32	0.026217137293085717	0.8185982865031121	0.916805594680094
CSF2	5q31.1	0.026196593933938903	0.8187380062469879	0.916805594680094
CPNE4	3q22.1	0.02619279454722625	0.8187638473005665	0.916805594680094
DYNLT3	Xp11.4	0.02619279454722626	0.8187638473005665	0.916805594680094
EFNB3	17p13.1	0.026192794547226252	0.8187638473005665	0.916805594680094
BLACE	7q36.3	-0.02617854726442084	0.8188607501314653	0.9168262306808254
UBAC2	13q32.3	-0.026168451801363308	0.8189294160208496	0.9168262306808254
ZNF135	19q13.43	-0.0261684518013633	0.8189294160208496	0.9168262306808254
FLACC1	2q33.1	0.02614410905550025	0.819094992656938	0.9169566832995653
DHFR2	3q11.2	-0.026107753820797625	0.8193422916230622	0.9171077349562933
WWP2	16q22.1	0.026095423563777188	0.8194261696485321	0.9171077349562933
SLC39A9	14q24.1	-0.026095423563777177	0.8194261696485321	0.9171077349562933
GOLGA6L10	15q25.2	-0.026095423563777177	0.8194261696485321	0.9171077349562933
ADORA2B	17p12	-0.026071080817917185	0.8195917699900577	0.917155921660521
SRI	7q21.12	-0.026046738072053693	0.8197573782193854	0.917155921660521
CARMIL2	16q22.1	-0.026027939842587493	0.8198852714651527	0.917155921660521
THRSP	11q14.1	0.026022712060254204	0.8199208393756778	0.917155921660521
NME7	1q24.2	0.026022395326193486	0.8199229943295295	0.917155921660521
EEF1A2	20q13.33	-0.025998052580329768	0.8200886183135043	0.917155921660521
JMJD6	17q25.1	-0.02599805258032976	0.8200886183135043	0.917155921660521
MEFV	16p13.3	-0.02599805258032977	0.8200886183135043	0.917155921660521
FGD1	Xp11.22	-0.025998052580329764	0.8200886183135043	0.917155921660521
ADGRE3	19p13.12	-0.025997109951752535	0.8200950319594354	0.917155921660521
MUC16	19p13.2	-0.02598967910135102	0.8201455918871003	0.917155921660521
ZNF564	19p13.2	0.025973709834469342	0.8202542501642641	0.917155921660521
CTDP1	18q23	-0.025973709834469342	0.8202542501642641	0.917155921660521
NT5C3A	7p14.3	0.025973709834469345	0.8202542501642641	0.917155921660521
ALOX5AP	13q12.3	0.025973709834469352	0.8202542501642641	0.917155921660521
CRYM	16p12.2	-0.025973709834469356	0.8202542501642641	0.917155921660521
MMP25	16p13.3	0.025925655452068302	0.8205812427652255	0.9172726323028334
MRPL10	17q21.32	-0.025925024342744768	0.8205855374382434	0.9172726323028334
A4GALT	22q13.2	0.025913932126114442	0.8206610203775916	0.9172726323028334
LCN8	9q34.3	-0.02590410922502262	0.8207278669378909	0.9172726323028334
TRPC6	11q22.1	-0.025902252515359506	0.8207405023154039	0.9172726323028334
ALKAL2	2p25.3	0.025900681596884037	0.8207511928474398	0.9172726323028334
DUSP3	17q21.31	0.025900681596884037	0.8207511928474398	0.9172726323028334
RNF39	6p22.1	-0.025900681596884037	0.8207511928474398	0.9172726323028334
SPCS1	3p21.1	0.02587633885102318	0.8209168560954188	0.9174029288570373
ERICH6B	13q14.13	-0.025842936601106793	0.8211441860559348	0.9175481359914804
SPATA16	3q26.31	-0.025842822653345407	0.821144961589979	0.9175481359914804
FUCA2	6q24.2	-0.02582765335929774	0.8212482060797692	0.9176086501045503
SIGLEC11	19q13.33	-0.025803467645728207	0.8214128239508413	0.9177377274587936
SPTAN1	9q34.11	-0.02577896786757528	0.8215795873351996	0.9178143325199837
RAB9A	Xp22.2	0.025778967867575282	0.8215795873351996	0.9178143325199837
OR56B1	11p15.4	-0.02573994401556963	0.8218452284944451	0.9180562242289149
LRP2	2q31.1	-0.025730282375852398	0.8219109998056425	0.9180748323493801
ADAMTSL2	9q34.2	0.025705939629990786	0.8220767177289418	0.918205071971027
COL19A1	6q13	-0.025646643587150016	0.8224804194968887	0.9186010922898572
SLITRK6	13q31.1	0.025629255907816208	0.8225988077548154	0.9186784271335144
FAM168A	11q13.4	-0.02560856864654326	0.8227396671792105	0.9187808470387109
GMPR2	14q12	-0.025584225900681105	0.8229054239459427	0.9189110567396359
PLPP4	10q26.12	0.025559883154818844	0.8230711884603062	0.9189863651826846
RBBP8	18q11.2	0.025559883154818837	0.8230711884603062	0.9189863651826846
TPCN1	12q24.13	-0.02553554040895646	0.8232369607152669	0.9191165565699387
CHRNA2	8p21.2	-0.025518613289928844	0.8233522376723514	0.919145847394924
MYB	6q23.3	0.025511197663097437	0.8234027407038038	0.919145847394924
EHMT1	9q34.3	0.025486854917234847	0.8235685284189543	0.919145847394924
ZNG1E	9q21.11	-0.025486854917234847	0.8235685284189543	0.919145847394924
DDX17	22q13.1	-0.02548685491723484	0.8235685284189543	0.919145847394924
IGSF21	1p36.13	0.02548685491723484	0.8235685284189543	0.919145847394924
PRB2	12p13.2	0.025481148983127103	0.8236073901388208	0.919145847394924
B3GALT5-AS1	21q22.2	-0.025462512171372135	0.8237343238536222	0.9191777528531375
C1ORF162	1p13.2	-0.025462512171372124	0.8237343238536222	0.9191777528531375
OR8J1	11q12.1	-0.025435948829103328	0.8239152522957899	0.9192938080234291
OR52M1	11p15.4	0.02540676260944697	0.8241140562786214	0.9192938080234291
NRK	Xq22.3	-0.02539077374339105	0.8242229702529464	0.9192938080234291
IGSF9B	11q25	-0.02539010200611023	0.8242275461083096	0.9192938080234291
CHD3	17p13.1	0.02538948393378682	0.8242317564046794	0.9192938080234291
SPINT2	19q13.2	0.025389483933786813	0.8242317564046794	0.9192938080234291
GNG2	14q22.1	0.025389483933786813	0.8242317564046794	0.9192938080234291
BLM	15q26.1	-0.025389483933786813	0.8242317564046794	0.9192938080234291
OR14I1	1q44	0.025364768289593873	0.8244001229434617	0.9194267345732431
SLC4A7	3p24.1	0.025340798442063887	0.8245634165743297	0.9195539879503607
ST6GALNAC4	9q34.11	0.025316455696203995	0.824729258178702	0.9196292068202384
PTPN14	1q32.3-q41	0.025316455696203995	0.824729258178702	0.9196292068202384
ANKRD61	7p22.1	0.0252921129503405	0.8248951074534944	0.9197044162965626
IGFBP4	17q21.2	-0.0252921129503405	0.8248951074534944	0.9197044162965626
LCN15	9q34.3	-0.025271031811174648	0.8250387413063791	0.919720001198781
SMARCC2	12q13.2	0.025267770204480396	0.8250609643916017	0.919720001198781
SOCS3	17q25.3	-0.025267770204480393	0.8250609643916017	0.919720001198781
GPR142	17q25.1	-0.025261176543286665	0.8251058909807713	0.919720001198781
MLKL	16q23.1	-0.025243427458616675	0.8252268289860076	0.9197999591100973
ITPRIP	10q25.1	0.025219084712756353	0.8253927012296646	0.9199299883189911
PSG4	19q13.31	-0.025207353336362974	0.8254726419305044	0.9199642339239802
ZC3H12D	6q25.1	-0.025194741966892403	0.8255585811155839	0.9200051601760826
KIAA0087	7p15.2	-0.025177548691378962	0.8256757466401081	0.9200803226171322
GBP2	1p22.2	-0.02517039922103186	0.8257244686366559	0.9200803226171322
OCA2	15q12-q13.1	0.025116325384635867	0.826092990694749	0.9204360895903286
PLTP	20q13.12	0.025097370983446034	0.8262221769407464	0.9205251611368085
ASTN2	9q33.1	-0.025073028237585046	0.8263880949322764	0.9206407777117218
SDK2	17q25.1	0.025048685491723954	0.8265540205237724	0.9206407777117218
EFCAB6	22q13.2-q13.31	-0.025048685491723947	0.8265540205237724	0.9206407777117218
GSTA2	6p12.2	-0.025046262201402512	0.8265705386273865	0.9206407777117218
TNFRSF8	1p36.22	0.025027389108129287	0.8266991876571952	0.9206407777117218
MPPED2	11p14.1	0.02502434274586274	0.8267199537082844	0.9206407777117218
SLC12A7	5p15.33	0.02502434274586274	0.8267199537082844	0.9206407777117218
TBC1D2	9q22.33	-0.02502434274586274	0.8267199537082844	0.9206407777117218
OR51F2	11p15.4	-0.025013089084041415	0.8267966672549785	0.9206610295723714
ALKBH5	17p11.2	-0.025000000000001417	0.826885894478711	0.9206610295723714
PDPR	16q22.1	0.025000000000001417	0.826885894478711	0.9206610295723714
LIMD1	3p21.31	-0.024987980696547146	0.8269678310248847	0.9206974190201411
MAPK4	18q21.1-q21.2	-0.024975657254136432	0.8270518428280398	0.9207204395944157
KRT72	12q13.13	0.024970497642509776	0.8270870176894789	0.9207204395944157
UBAP2	9p13.3	0.024951314508274893	0.8272177987491823	0.9207563601297168
